ID,Name,Description,Type,Category,Subcategory,Category ID,Subcategory ID,Markup Type,Unit,Default Quantity,PC/PS,Low Limit Pricing Threshold,High Limit Pricing Threshold,Maximum Limit Pricing Threshold,Tax %,Markup,Buy Cost,Use zone default buy cost,Unit Cost,Use zone default unit cost,Description Locked,Markup Locked,Qty Locked,Buy Locked,Unit Locked,Enabled,Archived,Tags
bf46e27d-2a0a-421e-9fc4-de1d11864bf2,Adhoc - Tree Lopper Labour,"Add description of new labour line item and choose correct ""Unit Type"".",Labour,Tree Lopper,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
777af77b-6277-4941-9a2c-a251374cbb95,Adhoc - Tree Lopper Materials / Components,"Add description of new materials/components line item and choose correct ""Unit Type"".",Material,Tree Lopper,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
50b36029-d198-459a-934d-12d6fe0cb6fa,Air Con - Ceiling Register / Vent / Components,Air con ceiling register / vent components.,Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
5b917920-bbfc-4765-831f-adcb90ea4677,Air Con - Ceiling Register / Vent - Disconnect / Isolate,"Disconnect, put aside, ready for reinstallation associated air con ceiling register / vent.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
88a14146-41a3-4b70-a5b7-dc5ba437fb96,Air Con - Ceiling Register / Vent - Installation,Installation of associated air con ceiling register / vent.,Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
007ccfec-1148-4733-9da6-18c018affee0,Air Con - Ceiling Register / Vent - Removal / Reinstallation,"Removal, put aside and reinstallation of associated air con ceiling register / vent.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
c5912c6f-a444-4351-aabb-f7d01e3836e9,Air Con - Indoor Head Unit / Components ,Air con split system indoor head unit / components.,Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
37556d08-e595-4c5a-b0a3-54a18ae65f5c,Air Con - Indoor Head Unit - Disconnect / Isolate,"Disconnect, isolate, put aside ready for reinstallation associated split system air con indoor head unit, components.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
f724d0f9-26a8-4ee1-845c-a790a69260d6,Air Con - Indoor Head Unit - Disconnect / Reinstallation,"Disconnect, isolate, put aside and reinstallation of associated split system air con indoor head unit.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
f018e86b-7936-4634-b3bb-524c12210da4,Air Con - Indoor Head Unit - Installation,"Installation of associated air con split system indoor head unit, components.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
e00bdb8c-a1c0-4719-b143-9b9df41bfab3,Air Con Reverse Cycle Ducted System / Components - 10.5kw - 12.1kw,"Reverse cycle ducted system, associated components, approx 10.5kw cool / 12.1kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
4cddf3fb-48a8-433f-bb48-af1d69303d81,Air Con Reverse Cycle Ducted System / Components - 12.5kw - 14kw,"Reverse cycle ducted system, associated components, approx - 12.5kw cool / 14kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
043dcf96-eb14-4df8-aa97-8e59d1eddf17,Air Con Reverse Cycle Ducted System / Components - 20.3kw - 22.6kw,"Reverse cycle ducted system, associated components, approx - 20.3kw cool / 22.6kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
0f781d94-7a48-4425-a67e-bc70c2023c37,Air Con Reverse Cycle Ducted System / Components - 25kw - 28kw,"Reverse cycle ducted system, associated components, approx - 25kw cool / 28kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
a870fb39-f5a9-48a7-8b1a-e43abfb67577,Air Con Reverse Cycle Ducted System - Disconnect / Isolate,"Disconnect, isolate ready for recommissioning, associated reverse cycle ducted air con system.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
723a0d61-419a-4b5a-b5c7-d7eb771db009,Air Con Reverse Cycle Ducted System - Disconnect / Reinstallation,"Disconnect, isolate, recommission associated reverse cycle ducted air con system.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
7b5e0ef5-c2ff-4014-9e05-ed9bb2a0d56e,Air Con Reverse Cycle Ducted System - Installation,Installation of associated reverse cycle ducted air con system.,Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
0b861464-a5e6-471c-a370-67ece5aeddc9,Air Con Reverse Cycle Split System / Components - 2.5kw - 3.2kw,"Air con split system complete unit, associated components, approx - 2.5kw cool / 3.2kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
0cb04896-fbe3-4450-b410-3ba97de8d2f9,Air Con Reverse Cycle Split System / Components - 3.5kw - 3.7kw,"Air con split system complete unit, associated components, approx - 3.5kw cool / 3.7kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
f6a680fd-ba0a-44eb-8de0-98b60d673191,Air Con Reverse Cycle Split System / Components - 5kw - 6kw,"Air con split system complete unit, associated components, approx - 5kw cool / 6kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
2beda265-4420-4b4d-9ff3-4ea8249f9c17,Air Con Reverse Cycle Split System / Components - 6.3kw - 7.2kw,"Air con split system complete unit, associated components, approx - 6.3kw cool / 7.2kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
9c3a74d5-dba5-4a75-a28e-18bfbf779791,Air Con Reverse Cycle Split System / Components - 7.1kw - 8kw,"Air con split system complete unit, associated components, approx - 7.1kw cool / 8kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
c236db70-f01c-4215-a91e-3fdbe5649aed,Air Con Reverse Cycle Split System / Components - 8kw - 9kw,"Air con split system complete unit, associated components, approx - 8kw cool / 9kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
1744d2a5-7e1f-4bbb-9bee-6c88bae1dce4,Air Con Reverse Cycle Split System / Components - 9.2kw - 10kw,"Air con split system complete unit, associated components, approx - 9.2kw cool / 10kw heat.",Material,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
4c20fb42-7730-4b5e-ba3b-0fd062a1b4bb,Air Con Reverse Cycle Split System - Disconnect / Isolate,"Disconnect, put aside ready for reinstallation, associated reverse cycle split system air con.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
6a54e5cf-5e11-418d-b388-1b3154a6b5f1,Air Con Reverse Cycle Split System - Disconnect / Reinstallation,"Disconnect, put aside and reinstallation, associated reverse cycle split system air con.",Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
db3b13bb-012a-4ff8-88a5-88cc1a7069b7,Air Con Reverse Cycle Split System - Installation,Installation of associated reverse cycle split system air con.,Labour,Heating and Cooling,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Heating
c65495c1-69ea-4884-9c24-08d5265ec3cc,Air Monitoring,"Labour and 2 x Air monitors, day rate.",Labour,Restoration,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
3a4f452d-32bd-4946-be71-1f0f7d113a54,Air Mover - Daily Hire,Air Mover - Daily hire rate for structural or contents drying.,Other,Restoration,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
b1083bd4-7b43-41ac-9263-6e4030443cdd,Air Mover - Weekly Hire,Air Mover - Weekly hire rate for structural or contents drying.,Other,Restoration,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
4759be95-b021-4c0c-8e06-a9dd43a3aa43,Air Scrubber - Daily Hire,Air Scrubber - Daily hire rate for structural or contents requirements.,Other,Restoration,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
b4450424-aabf-4afb-83e5-94b42a8cf640,Air Scrubber - Weekly Hire,Air Scrubber - Weekly hire rate for structural or contents requirements.,Other,Restoration,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
0e4e4174-fb80-4d34-a4a4-69af0a11c1e9,Alarm Motion Sensor / Components,"Alarm motion sensor, associated components, fixings.",Material,Electrical,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Other Electrical Equipment
1a45a086-605a-4f54-a76b-0cf4bedfecbf,Alarm Motion Sensor - Disconnect / Isolate,"Disconnect, isolate, put aside ready for reinstallation associated alarm motion sensor.",Labour,Electrical,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
ad3ed428-d414-4bb0-9f39-61403557e17c,Alarm Motion Sensor - Disconnect / Reinstallation,"Disconnect, isolate, put aside and reinstallation associated alarm motion sensor.",Labour,Electrical,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
0e1c1e02-0b22-4ebd-9b26-ab9e5cb8ea5f,Alarm Motion Sensor - Installation,"Installation of associated alarm motion sensor, components.",Labour,Electrical,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
50cb5931-493f-46a5-8e36-9d381c776c50,Anti Ponding Board / Components,"Anti ponding board, approx 250- 275mm wide, incl fixings.",Material,Roofing,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Structural Timber
e399ef09-e93d-4251-b77f-96e217bde468,Anti Ponding Board - Installation,Installation of associated anti ponding board as required.,Labour,Roofing,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
d9dd0d7a-0c30-4443-b902-7a39a58c48aa,Anti Ponding Board - Removal,Removal of associated anti ponding board to assist with repairs.,Labour,Roofing,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
ee894c3a-08d6-401f-aa93-a7f135d1b7d6,Appliance - Installation,Installation of new associated appliance into location.,Labour,Electrical,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Appliances
48ec6e0a-bd3e-46c7-94dd-c8a27f427147,Appliance - Removal,"Disconnect, isolate, removal of associated appliance from location.",Labour,Electrical,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Appliances
6aeb3f99-0bf6-4e22-8799-a8c2b5aa75a5,Appliance - Removal / Reinstallation,Removal of associated appliance and reinstallation to location.,Labour,Electrical,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
e4335934-849d-45cc-883c-d9b084a251ea,Architrave / Components,"Architrave associated material, incl fixings.",Material,Carpentry,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Structural Timber
5bd61d16-897d-4f2d-9e8d-35f7221c4522,Architrave - Installation ,Installation of associated architraves.,Labour,Carpentry,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Structural Timber
97b4774c-1205-47a0-897b-d7413b9c8e4f,Architrave - Removal ,Removal of associated architraves to assist with repairs.,Labour,Carpentry,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
e8338084-0030-4bce-a3b8-2e9e0338ee2a,Architrave - Removal / Installation ,Removal and installation of associated architraves.,Labour,Carpentry,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Structural Timber
e696bdcd-0eb9-435f-858c-1b72702986d6,Asbestos Corrugated Roofing - Removal / Disposal,"Remove and dispose of asbestos roofing, following regulations, guidelines set out within, jurisdiction, state, territory etc.",Labour,Asbestos,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
f27bfb55-4058-4c02-89a6-8c094d0296ae,Asbestos Linings - Removal / Disposal,"Remove and dispose of asbestos linings, following regulations, guidelines set out within local jurisdiction, state etc.",Labour,Asbestos,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
cb7887b8-60df-40e5-b2aa-d31dfaafaeb8,"Base Cabinetry / Components / Basic Quality, per Lm","Base cabinetry, kickers, cabinets, Melamine drawers, doors, end panels, laminate benchtop, basic handles, runners etc and fixings.",Material,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
3368bd35-f738-496c-bb6b-b41bc5763a70,"Base Cabinetry / Components / Quality, per Lm","Base cabinetry, ie: coloured kickers, HMR cabinets, polyurethane drawers, doors, end panels, reconstituted stone benchtop, quality handles, runners etc and fixings.",Material,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
83072bd4-a224-4543-815c-c18bb0173cdf,Base Cabinetry - Installation - Lm,"Installation of associated base cabinetry ie: kickers, cabinets, doors, drawers, end panels, handles, benchtop.",Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
68e4cf98-1b0a-4904-b59a-ff9f8e52c49c,Base Cabinetry - Reinstallation - Lm,"Reinstallation of associated existing base cabinetry ie: kickers, cabinets, doors, drawers, end panels, benchtop.",Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
05d92644-66ad-4118-8cb8-11328ed14631,Base Cabinetry - Removal / Installation - Lm,"Removal and installation of associated base cabinetry, incl kickers, cabinetry and benchtop.",Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
2e493769-7d3d-46ef-ac5a-e0e79369da9e,Base Cabinetry - Removal - Lm,"Removal of associated base cabinetry to assist with repairs, incl benchtop, cabinetry, kickers.",Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Kitchen
c8fa13ad-ca61-4e13-ad6c-55a42e837d62,Bath Hob / Components,"Timber bath hob associated framing, incl fixings.",Material,Carpentry,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Structural Timber
e8c73dbd-30f9-4c29-bd79-451cf654d174,Bath Hob - Installation,"Installation of associated bath hob framing, components.",Labour,Carpentry,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
77cbbedd-2306-4da5-8070-296d11035d7f,Bath Hob - Removal ,"Removal of associated bath hob framing, components.",Labour,Carpentry,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Structural Timber
7758ba4e-5e43-4b31-a8c0-0176dc5f4415,Bath Hob - Removal / Installation,"Removal and installation of associated bath hob framing, components.",Labour,Carpentry,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
a9fd1be5-4b89-477a-8b41-95acaf78adc0,Bathtub / Components - Acrylic,"Acrylic bathtub, associated components, incl plug and waste.",Material,Plumbing,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Plastic Sanitaryware
4f34d229-052a-4229-b2d3-f9ae3a3c2ede,Bathtub / Components - Enamelled Steel,"Enamelled steel bathtub, associated components, incl plug and waste.",Labour,Plumbing,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Sheet Metal Sanitaryware
b396702b-a6eb-4874-a405-b15624fb7ae2,Bathtub / Components - Freestanding,"Freestanding bathtub, associated components, incl plug and waste.",Material,Plumbing,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Plastic Sanitaryware
ae936344-fc1f-464f-94d4-120bbdd7af9e,Bathtub - Installation,Installation of associated bathtub.,Labour,Plumbing,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
8b30d791-e3f9-42b3-9498-b35f69196211,Bathtub - Reinstallation,Reinstallation of associated bathtub.,Labour,Plumbing,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
12c52dfd-5eb5-4b13-afa5-ef38fe50ad21,Bathtub - Removal ,"Disconnect associated bathtub, put aside ready reinstallation or disposal if event damage related.",Labour,Plumbing,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
699e5199-206a-43f6-959c-9bc3180f1aee,Bathtub - Removal / Installation,Removal and installation of associated bathtub.,Labour,Plumbing,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
fbc378c0-82ec-476f-9b58-dc6fc8a3e863,Bedding / Floor Screed / Components,"Sand and Cement bedding / screed, bonding agent etc, 20-30mm high as required.",Material,Tiling,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cement Products
05de9a83-26c7-44d0-b23f-c0bd3233ff66,Bedding / Floor Screed - Installation,"Installation of associated floor screed, bedding.",Labour,Tiling,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Ceramic Tiling
94fac443-0f2f-4898-9c5d-95e5f2a17014,Benchtop - Installation,Installation of associated benchtop.,Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
b93ecc11-09fd-4fb4-8c4f-151ee04a97b8,Benchtop Laminate / Components,"Laminate benchtop, approx 610mm x 33mm, incl fixings, sealant.",Material,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
9e2dab3a-fbb1-4b61-a0a9-9b7a1cae587a,Benchtop - Reinstallation,Reinstallation of existing associated benchtop.,Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
670e157c-23a8-422d-885a-f3d83d8de593,Benchtop - Removal ,Removal of associated benchtop to assist repairs.,Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Kitchen
369eb18c-62e7-4db1-a885-d18a183189eb,Benchtop - Removal / Installation,Removal and installation of associated benchtop.,Labour,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
9b76c4f0-0a06-40a6-b1ad-ce5aae520f9e,Benchtop - Stone / Components - 20mm,"Benchtop engineered stone, approx 610mm x 20mm, nominate material, colour, edge profile, incl sealant, adhesive fixings.",Material,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
8a5c6982-28a1-48fb-9e2f-c0731406e7a0,Benchtop - Timber / Components,"Benchtop Timber, approx 610mm x 35mm, nominate material, species, edge profile, incl fixings.",Material,Joinery,,,,Percentage,LM,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cupboards and Built-in Furniture
665e9779-f0c9-49a9-966c-15b48fa2c462,Block Wall - Installation - 100mm,"Installation of associated block wall - 100mm, per m2.",Labour,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
279fa09b-30a2-4894-8f23-e172ecf243a0,Block Wall - Installation - 150mm,"Installation of associated block wall - 150mm, per m2.",Labour,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
c78fed7b-9c3c-4e25-b779-fff23559dd34,Block Wall - Removal - 100mm,"Removal of associated block wall - 100mm, per m2.",Labour,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
9582166e-0bdc-465a-b9b8-39bfe9370fd9,Block Wall - Removal - 150mm,"Removal of associated block wall - 150mm, per m2.",Labour,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
91cfcdaf-906a-48c9-919a-4c8765e26167,Block Wall - Removal / Installation - 100mm,"Removal and installation of associated block wall - 100mm, per m2.",Labour,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
4bba73a6-c320-499f-bccc-1ec501403497,Block Wall - Removal / Installation - 150mm,"Removal and installation of associated block wall - 150mm, per m2.",Labour,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
35380271-7b1f-4fe0-b21c-d74e2c7ba4e6,Boilermaker,Boilermaker/Welder - Labour rate per hr.,Labour,Boilermaker,,,,Percentage,HR,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Subcontract Labour
e78c6ed1-6327-45f2-bb77-5b20c19f0aa1,Boilermaker - Min Charge,"Boilermaker - Min charge labour rate, small job.",Labour,Boilermaker,,,,Percentage,EA,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Subcontract Labour
c94264fa-6e24-43da-b1b3-bc3f0cbed6de,Brick Acid Wash Material / Components,"Materials associated to acid wash, pressure clean, incl Hydrochloric acid, plant equipment associated to pressure clean.",Material,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
b425dfbe-78ff-4a7f-8218-d8100d023d32,Brick Clean - Installation,"Installation of acid wash, pressure clean associated to repaired or newly constructed brickwork.",Labour,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
21254ef0-d681-42d6-8b6b-fd62594da784,Brick - Commons / Components - 110mm,"Common bricks and associated materials, ie: motar, brick tor, brick ties.",Material,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
4507ef21-39d1-45fc-8ef6-705e61cacb3b,Brick - Commons / Components - 230mm,"Common bricks and associated materials, ie: motar, brick tor, brick ties.",Material,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
0722c72d-3955-4c6d-aa38-86561112b843,Brick - Face / Components - 110mm,"Face bricks and associated materials, ie: motar, brick tor, brick ties.",Material,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
adb54003-eb12-46e2-8732-eb4ba6dda945,Brick - Face / Components - 230mm,"Face bricks and associated materials, ie: motar, brick tor, brick ties.",Material,Bricklaying,,,,Percentage,M2,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
fee5a022-1709-4cca-8e03-981156db6fb8,Bricklayer,Bricklayer/Blocklayer - Labour rate per hr.,Labour,Bricklaying,,,,Percentage,HR,0,,0,0,0,10,19,0,,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Subcontract Labour
