ID,Name,Description,Kind,Parent,Ensure Scope Line Item,Type,Category,Subcategory,Markup Type,Unit,Tax %,Markup,Buy Cost,Unit Cost,Enabled,Archived
c5018db6-1974-46c9-a9c2-e5bfd3b360fb,"Removal, isolate, put aside electric cooktop for reinstallation","Removal, isolate, put aside electric cooktop for reinstallation",scope,,"Removal, isolate, put aside electric cooktop for reinstallation",Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
68a65d82-a3fc-4e65-a93a-3fa3913d8114,Removae and replace damaged electric cooktop.,Removae and replace damaged electric cooktop.,scope,,Removae and replace damaged electric cooktop.,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
9b16f0d7-6baa-4a59-a0d2-7e1c6dc02986,materials cooktop,materials cooktop,scope,,materials cooktop,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
eb86d42a-bafe-4568-a78b-e7e920280ff1,Installation of associated gas cooktop to match exiting,Installation of associated gas cooktop to match exiting,scope,,Installation of associated gas cooktop to match exiting,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
20433064-bfbb-468e-aeae-46d0dc1481ca,Reinstallation of existing gas cooktop.,Reinstallation of existing gas cooktop.,scope,,Reinstallation of existing gas cooktop.,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
ec2040fd-2961-4bfb-a5ec-9421f42e7792,"Removal, isolate, put aside gas cooktop for reinstallation","Removal, isolate, put aside gas cooktop for reinstallation",scope,,"Removal, isolate, put aside gas cooktop for reinstallation",Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
ed67f1d1-edb6-42b6-a91a-585e2c6cc868,Remove and replace damaged gas cooktop to match existing,Remove and replace damaged gas cooktop to match existing,scope,,Remove and replace damaged gas cooktop to match existing,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
eb156712-7b5c-4550-a358-961d08c6b7b2,Materials cornice fixings etc,Materials cornice fixings etc,scope,,Materials cornice fixings etc,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
85868bc2-f89c-4fc1-add1-d261711b3435,Install cove cornice to match existing,Install cove cornice to match existing,scope,,Install cove cornice to match existing,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
9b03e9e3-2a9b-473c-a489-68c4a9b7ac1d,Remove and dispose cove cornice.,Remove and dispose cove cornice.,scope,,Remove and dispose cove cornice.,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
2cc82281-215d-4a55-a22e-8a177f1cca27,Remove and replace cove cornice to match existing,Remove and replace cove cornice to match existing,scope,,Remove and replace cove cornice to match existing,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
1a0b843d-c5a9-46c8-a63a-04de669be306,Material ornate cornice,Material ornate cornice,scope,,Material ornate cornice,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
0031c255-6327-4b72-a1c6-992207833839,Install new ornate cornice,Install new ornate cornice,scope,,Install new ornate cornice,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
bae58769-e5f8-4d66-a91d-f44931815b91,Remove and dispose damaged cornice,Remove and dispose damaged cornice,scope,,Remove and dispose damaged cornice,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
05c78148-b933-4de0-a2a6-0169d0146bb5,Remove and install ornate cornice to match existing,Remove and install ornate cornice to match existing,scope,,Remove and install ornate cornice to match existing,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
bd643895-49bc-41e2-a2b5-50bb98c1697d,"materials. Framing timber, fixings etc","materials. Framing timber, fixings etc",scope,,"materials. Framing timber, fixings etc",Other,Roofing,,Percentage,,10,19,,,TRUE,FALSE
c67d9f45-9b5d-430d-a3b6-4a924111cfde,Materials FC sheet,Materials FC sheet,scope,,Materials FC sheet,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
ce9b42cd-17d5-4602-a68c-26f6eab20780,Install replacement eave lining,Install replacement eave lining,scope,,Install replacement eave lining,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
f6540dde-2c7c-4b9f-a877-46b655fce83f,Remove and dispose damaged eave lining,Remove and dispose damaged eave lining,scope,,Remove and dispose damaged eave lining,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
380707fa-705c-4235-af8d-3fc3543ee37e,Remove and replace damaged eave lining to match existing,Remove and replace damaged eave lining to match existing,scope,,Remove and replace damaged eave lining to match existing,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
5343a4fa-6bc5-4c08-ae43-8032c6d48d2e,Electrician labour,Electrician labour,scope,,Electrician labour,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
a998c6cc-7119-40b9-ae73-7188c744dece,Electrician charge out,Electrician charge out,scope,,Electrician charge out,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
f662f5ab-5030-40b3-adc2-baa124dde9b7,Remove and replace damaged cabinetry end panel to match existing,Remove and replace damaged cabinetry end panel to match existing,scope,,Remove and replace damaged cabinetry end panel to match existing,Other,Joinery,,Percentage,,10,19,,,TRUE,FALSE
5262dcd4-d486-4f71-a052-8a76b5cea407,Installation of replacement exhaust fan.,Installation of replacement exhaust fan.,scope,,Installation of replacement exhaust fan.,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
98ac46eb-7af1-4d65-a4ac-7dcbfb710ddf,Disconnect and reconnect exhaust fan,Disconnect and reconnect exhaust fan,scope,,Disconnect and reconnect exhaust fan,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
afad70a9-83fd-4024-a1b8-3784d964dab9,Remove and replace damaged exhaust fan to match existing,Remove and replace damaged exhaust fan to match existing,scope,,Remove and replace damaged exhaust fan to match existing,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
65b293df-8e03-4081-a7d2-502cb3d51d4e,Remove and replace damaged fascia board to match existing,Remove and replace damaged fascia board to match existing,scope,,Remove and replace damaged fascia board to match existing,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
16da4bd3-aebf-46b8-a7d8-06d0eb1bf16d,Install replacement metal panel fencing to match existing,Install replacement metal panel fencing to match existing,scope,,Install replacement metal panel fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
893e9e1d-d78e-4d98-aee3-ce58093412a5,Remove and dispose damaged metal panel fencing to match existing,Remove and dispose damaged metal panel fencing to match existing,scope,,Remove and dispose damaged metal panel fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
a83741b0-e654-4f54-aa90-192cc53e5b8a,Remove and replace damaged metal panel fencing to match existing,Remove and replace damaged metal panel fencing to match existing,scope,,Remove and replace damaged metal panel fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
86422829-1293-4d30-a219-7af44ef29281,Install replacement rural star post and wire fencing to match existing,Install replacement rural star post and wire fencing to match existing,scope,,Install replacement rural star post and wire fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
2dff694b-43fd-4ce2-a94d-f70215dd03f2,Remove and dispose damaged rural star post and wire fencing to match existing,Remove and dispose damaged rural star post and wire fencing to match existing,scope,,Remove and dispose damaged rural star post and wire fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
e3e0d86e-3fd2-4547-a929-154395e88655,Remove and replace damaged rural star post and wire fencing to match existing,Remove and replace damaged rural star post and wire fencing to match existing,scope,,Remove and replace damaged rural star post and wire fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
590aeec3-3c9c-441d-a72a-fe596c61aa40,Install replacement timber paling fencing to match existing,Install replacement timber paling fencing to match existing,scope,,Install replacement timber paling fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
a0d98833-3e70-4fcd-aac4-381102956deb,Remove and dispose damaged timber paling fencing to match existing,Remove and dispose damaged timber paling fencing to match existing,scope,,Remove and dispose damaged timber paling fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
111ca98b-917a-4e13-a642-9399d631624a,Remove and replace damaged timber paling fencing to match existing,Remove and replace damaged timber paling fencing to match existing,scope,,Remove and replace damaged timber paling fencing to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
322136bf-beaa-4cbc-ab55-4f9e8bd7dab1,Install replacement floating flooring to match existing,Install replacement floating flooring to match existing,scope,,Install replacement floating flooring to match existing,Other,Flooring,,Percentage,,10,19,,,TRUE,FALSE
9d1ffeff-9015-4dbc-afb4-bf083822c40d,Removal of dispose damaged floating flooring.,Removal of dispose damaged floating flooring.,scope,,Removal of dispose damaged floating flooring.,Other,Flooring,,Percentage,,10,19,,,TRUE,FALSE
56e60413-08fb-425b-af91-f851d5a3ea40,Remove and replace damaged floating flooring to match existing,Remove and replace damaged floating flooring to match existing,scope,,Remove and replace damaged floating flooring to match existing,Other,Flooring,,Percentage,,10,19,,,TRUE,FALSE
c4f62b6c-77a5-45a4-ac61-608bc4be6d9d,"Installation ofreplacement garage door to match existing, including motor where applicable.","Installation ofreplacement garage door to match existing, including motor where applicable.",scope,,"Installation ofreplacement garage door to match existing, including motor where applicable.",Other,Garage Door,,Percentage,,10,19,,,TRUE,FALSE
a1716bcf-4975-4808-abb4-ff87a92f983c,Reinstate existing  garage door,Reinstate existing  garage door,scope,,Reinstate existing  garage door,Other,Garage Door,,Percentage,,10,19,,,TRUE,FALSE
543b813c-b785-4671-a666-4d4dd534f5a5,Removal existing garage door to assist with repairs.,Removal existing garage door to assist with repairs.,scope,,Removal existing garage door to assist with repairs.,Other,Garage Door,,Percentage,,10,19,,,TRUE,FALSE
9ff7ff67-e821-4963-a0c2-eecc16fd3817,"Remove and replace damaged garage door to match existing, including motor where applicable.","Remove and replace damaged garage door to match existing, including motor where applicable.",scope,,"Remove and replace damaged garage door to match existing, including motor where applicable.",Other,Garage Door,,Percentage,,10,19,,,TRUE,FALSE
b7d37d2d-e113-4367-a9ae-eba3052be23f,"Install replacement garden shed to match existing, fixed to existing substrate.","Install replacement garden shed to match existing, fixed to existing substrate.",scope,,"Install replacement garden shed to match existing, fixed to existing substrate.",Other,Metal Sheds,,Percentage,,10,19,,,TRUE,FALSE
e8ded837-1f00-4105-a2d9-44426bde1979,Remove and dispose damaged garden shed.,Remove and dispose damaged garden shed.,scope,,Remove and dispose damaged garden shed.,Other,Metal Sheds,,Percentage,,10,19,,,TRUE,FALSE
14d003b7-79c1-4c05-a31c-1cba6709cc46,"Remove and replacedamaged garden shed to match existing, fixed to existing substrate.","Remove and replacedamaged garden shed to match existing, fixed to existing substrate.",scope,,"Remove and replacedamaged garden shed to match existing, fixed to existing substrate.",Other,Metal Sheds,,Percentage,,10,19,,,TRUE,FALSE
6e4ed972-8230-4b15-a797-3e605d0a4f63,Install replacement gate to match existing,Install replacement gate to match existing,scope,,Install replacement gate to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
37297968-0dd3-445f-aa05-d1a47479ed87,"Removal, disconnect, isolation of gate.","Removal, disconnect, isolation of gate.",scope,,"Removal, disconnect, isolation of gate.",Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
06f40aaf-1e82-4b7d-a21b-bb411b092b79,Remove and replace damaged gate to match existing,Remove and replace damaged gate to match existing,scope,,Remove and replace damaged gate to match existing,Other,Fencing,,Percentage,,10,19,,,TRUE,FALSE
9ac608cc-cb6d-4764-a59d-918cd0451f01,Install new glass pool fencing to match existing,Install new glass pool fencing to match existing,scope,,Install new glass pool fencing to match existing,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
ea6f75a3-6dd3-49bb-a565-8878ddc9a7b4,Remove and replace damaged glass pool fencing to match existing,Remove and replace damaged glass pool fencing to match existing,scope,,Remove and replace damaged glass pool fencing to match existing,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
414d9cde-de6b-4a30-a9c2-c5d0e9012714,Installation replacement guttering to match existing,Installation replacement guttering to match existing,scope,,Installation replacement guttering to match existing,Other,Roofing,,Percentage,,10,19,,,TRUE,FALSE
b97de25c-a665-487d-a231-b4df17b3b83c,Remove and replace damaged guttering to match existing,Remove and replace damaged guttering to match existing,scope,,Remove and replace damaged guttering to match existing,Other,Roofing,,Percentage,,10,19,,,TRUE,FALSE
8ad40480-82aa-4e34-a529-a995bbfde451,"Remove, disconnect, isolate electric hot water system.","Remove, disconnect, isolate electric hot water system.",scope,,"Remove, disconnect, isolate electric hot water system.",Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
cdbb3a08-aff0-41fa-adf3-9ddd46ac39f8,Remove and replace damaged electric hot water system.,Remove and replace damaged electric hot water system.,scope,,Remove and replace damaged electric hot water system.,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
e9e42e14-fa9a-40e4-a736-10da4d4dcad9,Install replacement gas hot water system.,Install replacement gas hot water system.,scope,,Install replacement gas hot water system.,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
80b1e14f-b8f4-45c8-a5eb-e023447967f2,"Remove, disconnect, isolate gas hot water system.","Remove, disconnect, isolate gas hot water system.",scope,,"Remove, disconnect, isolate gas hot water system.",Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
80000c88-4b20-430a-ac52-722c596ebb05,Remove and replace damaged gas hot water system.,Remove and replace damaged gas hot water system.,scope,,Remove and replace damaged gas hot water system.,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
79bfbf76-e8fa-4567-acd9-bbb53f0bd881,Remove and dispose insulation batts to walls or ceiling.,Remove and dispose insulation batts to walls or ceiling.,scope,,Remove and dispose insulation batts to walls or ceiling.,Other,Insulation,,Percentage,,10,19,,,TRUE,FALSE
5c61a1ad-a5a6-453c-a21c-03a86849b7fb,Remove and replace insulation batts to walls or ceilings.,Remove and replace insulation batts to walls or ceilings.,scope,,Remove and replace insulation batts to walls or ceilings.,Other,Insulation,,Percentage,,10,19,,,TRUE,FALSE
63ad70f9-6d9e-4b6d-af65-52a3cbf66daa,Installation of associated kickboard.,Installation of associated kickboard.,scope,,Installation of associated kickboard.,Other,Joinery,,Percentage,,10,19,,,TRUE,FALSE
e77107b1-32e3-461c-a3ac-2a408ebeb485,Removal of associated kickboard.,Removal of associated kickboard.,scope,,Removal of associated kickboard.,Other,Joinery,,Percentage,,10,19,,,TRUE,FALSE
0b7f2ca0-d25b-46d0-a561-b3d974988e06,Removal and installation of associated kickboard.,Removal and installation of associated kickboard.,scope,,Removal and installation of associated kickboard.,Other,Joinery,,Percentage,,10,19,,,TRUE,FALSE
e2a64503-f014-4839-af2f-aac0542d90c4,Installation of replacement laundry tub.,Installation of replacement laundry tub.,scope,,Installation of replacement laundry tub.,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
fc926f12-7a71-486e-ab01-e9d5d31b0bb2,"Remove, disconnect, isolate laundry tub.","Remove, disconnect, isolate laundry tub.",scope,,"Remove, disconnect, isolate laundry tub.",Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
412e09bc-2b61-4fef-a174-e5447c104ec1,Remove and replace laundry tub to match existing,Remove and replace laundry tub to match existing,scope,,Remove and replace laundry tub to match existing,Other,Plumbing,,Percentage,,10,19,,,TRUE,FALSE
5e4550ab-34c4-45ad-aa47-8baae18c74be,Install replacement light fitting to match existing,Install replacement light fitting to match existing,scope,,Install replacement light fitting to match existing,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
7e738790-3116-4d13-a85c-469e88fa802c,Disconnect and isolate light fitting.,Disconnect and isolate light fitting.,scope,,Disconnect and isolate light fitting.,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
af2aa257-823d-42d6-a98b-ddea5af83a1c,Remove and replace light fitting to match existing,Remove and replace light fitting to match existing,scope,,Remove and replace light fitting to match existing,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
709aa368-c112-410a-a6ca-efe16eb21d00,"Remove, isolate and refit existing light fitting","Remove, isolate and refit existing light fitting",scope,,"Remove, isolate and refit existing light fitting",Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
c1fc37ec-f060-4256-a916-a41d0866e6ff,Install replacement light switch to match existing,Install replacement light switch to match existing,scope,,Install replacement light switch to match existing,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
ff39651c-ba65-43c8-a71a-5f34029b6ceb,Disconnect and isolate light switch.,Disconnect and isolate light switch.,scope,,Disconnect and isolate light switch.,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
2ce5aeea-d06a-4b12-a0f8-0ee6965bd2f8,Remove and replace light switch to match existing,Remove and replace light switch to match existing,scope,,Remove and replace light switch to match existing,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
b28d826c-ea02-49c5-a030-fb0308a8f07b,"Disconnect, isolate, put aside and refit existing light switch.","Disconnect, isolate, put aside and refit existing light switch.",scope,,"Disconnect, isolate, put aside and refit existing light switch.",Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
38247e7c-ba83-4cdb-a838-a1e6773e19a9,Remove plasterboard linings to assist with make safe or repairs.,Remove plasterboard linings to assist with make safe or repairs.,scope,,Remove plasterboard linings to assist with make safe or repairs.,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
cf9e06cb-5e47-4eac-ae1d-7112d760c6fb,Supply and install plasterboard linings to match existing,Supply and install plasterboard linings to match existing,scope,,Supply and install plasterboard linings to match existing,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
0d53ee23-f77e-4ca2-ad68-23eca9204029,Remove and replace plasterboard linings to match existing,Remove and replace plasterboard linings to match existing,scope,,Remove and replace plasterboard linings to match existing,Other,Plastering,,Percentage,,10,19,,,TRUE,FALSE
4ecd3c3f-bc0b-44cc-a694-a3997b149ec7,Install replacement polycarbonate roof sheeting.,Install replacement polycarbonate roof sheeting.,scope,,Install replacement polycarbonate roof sheeting.,Other,Roofing,,Percentage,,10,19,,,TRUE,FALSE
113d7957-9f2e-4a3e-a763-5c530c85e745,Remove damaged polycarbonate roof sheeting.,Remove damaged polycarbonate roof sheeting.,scope,,Remove damaged polycarbonate roof sheeting.,Other,Roofing,,Percentage,,10,19,,,TRUE,FALSE
b942c5a0-95ce-46b4-a05c-3decdebf043a,"Remove and replace polycarbonate roof sheeting, incl flashings where applicable.","Remove and replace polycarbonate roof sheeting, incl flashings where applicable.",scope,,"Remove and replace polycarbonate roof sheeting, incl flashings where applicable.",Other,Roofing,,Percentage,,10,19,,,TRUE,FALSE
3f92f4c9-38e2-4fad-a551-3e150216ccbf,Install replacement rangehood including ducting where applicable.,Install replacement rangehood including ducting where applicable.,scope,,Install replacement rangehood including ducting where applicable.,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
b8fcf556-8dff-420a-a787-2cb5448e9af3,Reinstate existing associated rangehood.,Reinstate existing associated rangehood.,scope,,Reinstate existing associated rangehood.,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
3e7935d7-4a52-40e9-ac87-f7dbf607f893,Remove rangehood to assist with repairs.,Remove rangehood to assist with repairs.,scope,,Remove rangehood to assist with repairs.,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
419c831e-660f-46f4-aef4-1234e04487be,Remove and replace rangehood to match existing,Remove and replace rangehood to match existing,scope,,Remove and replace rangehood to match existing,Other,Electrical,,Percentage,,10,19,,,TRUE,FALSE
da5cefd0-f77e-4e8d-a9b7-f99561b23749,Install new rendering to match existing,Install new rendering to match existing,scope,,Install new rendering to match existing,Other,Rendering,,Percentage,,10,19,,,TRUE,FALSE
40d4b061-6650-4b1c-a475-1b5bffaa8758,Remove existing damaged rendering.,Remove existing damaged rendering.,scope,,Remove existing damaged rendering.,Other,Rendering,,Percentage,,10,19,,,TRUE,FALSE
8b6d946c-881a-4f53-a2c6-dbacaabb64a0,Remove and replace damaged rendering to match existing,Remove and replace damaged rendering to match existing,scope,,Remove and replace damaged rendering to match existing,Other,Rendering,,Percentage,,10,19,,,TRUE,FALSE
8227b1fc-cef9-40e0-aa45-f1279f080507,Install replacement robe cupboard to match existing,Install replacement robe cupboard to match existing,scope,,Install replacement robe cupboard to match existing,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
f21f588e-d34b-42be-ae4a-ee0adac377d6,"Remove, disconnect, isolation of robe cupboard.","Remove, disconnect, isolation of robe cupboard.",scope,,"Remove, disconnect, isolation of robe cupboard.",Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
13101c3b-3fbe-4f15-a45f-d725fc1d7d6e,Remove and replace damaged robe cupboard.,Remove and replace damaged robe cupboard.,scope,,Remove and replace damaged robe cupboard.,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
a4d576be-3857-417e-ae0f-f2f93a066be9,Install new shower screen.,Install new shower screen.,scope,,Install new shower screen.,Other,Shower Screens,,Percentage,,10,19,,,TRUE,FALSE
a73e68a2-c861-4c89-ab21-c2d8a057edaf,Reinstallexisting shower screen.,Reinstallexisting shower screen.,scope,,Reinstallexisting shower screen.,Other,Shower Screens,,Percentage,,10,19,,,TRUE,FALSE
31c84aea-265a-4118-aa69-2d54d871dfd7,Disconnect and store shower screen to assist with repairs,Disconnect and store shower screen to assist with repairs,scope,,Disconnect and store shower screen to assist with repairs,Other,Shower Screens,,Percentage,,10,19,,,TRUE,FALSE
892f1b89-6def-4f4c-acfd-86a548b4eaf6,Remove and replace damaged shower screen to match existing,Remove and replace damaged shower screen to match existing,scope,,Remove and replace damaged shower screen to match existing,Other,Shower Screens,,Percentage,,10,19,,,TRUE,FALSE
c91ec56a-db09-4983-a62d-06dca04be952,Install replacement skirting board.,Install replacement skirting board.,scope,,Install replacement skirting board.,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
fd5705d3-ed49-4790-aaba-9af8b3847be1,Remove skirting board to assist repairs.,Remove skirting board to assist repairs.,scope,,Remove skirting board to assist repairs.,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
89e4f64d-7e42-4f06-ade3-66a12c994984,Remove and replace damaged skirting board to match existing,Remove and replace damaged skirting board to match existing,scope,,Remove and replace damaged skirting board to match existing,Other,Carpentry,,Percentage,,10,19,,,TRUE,FALSE
af72a866-beca-4efe-ae28-43ea8f08f933,Remove and replace damaged skylight dome to match existing,Remove and replace damaged skylight dome to match existing,scope,,Remove and replace damaged skylight dome to match existing,Other,Skylight,,Percentage,,10,19,,,TRUE,FALSE
c6f75d64-807b-4b04-a7b9-ee388eb5c5bc,Remove and replace damaged skylight to match existing,Remove and replace damaged skylight to match existing,scope,,Remove and replace damaged skylight to match existing,Other,Skylight,,Percentage,,10,19,,,TRUE,FALSE
13bfacbf-5780-4fcd-a799-f07d915e1760,Install replacement solar hotwater system to match existing,Install replacement solar hotwater system to match existing,scope,,Install replacement solar hotwater system to match existing,Other,Solar,,Percentage,,10,19,,,TRUE,FALSE
90b0967c-026d-4c55-a80f-a5ddbcca874c,"Remove, disconnect, isolate solar hotwater system.","Remove, disconnect, isolate solar hotwater system.",scope,,"Remove, disconnect, isolate solar hotwater system.",Other,Solar,,Percentage,,10,19,,,TRUE,FALSE
f7c787f8-1a56-4fa2-a1d8-7aee3f846aa6,Remove and replace damaged solar hotwater system to match existing,Remove and replace damaged solar hotwater system to match existing,scope,,Remove and replace damaged solar hotwater system to match existing,Other,Solar,,Percentage,,10,19,,,TRUE,FALSE
99c54d22-beb9-43b1-a2b6-419733435bd1,"Remove, store and reinstate existing solar hotwater system to assist with roof repairs.","Remove, store and reinstate existing solar hotwater system to assist with roof repairs.",scope,,"Remove, store and reinstate existing solar hotwater system to assist with roof repairs.",Other,Solar,,Percentage,,10,19,,,TRUE,FALSE
e12bcf2b-e622-4264-acfd-45ac9dc89e7f,Install replacement splashback to match existing,Install replacement splashback to match existing,scope,,Install replacement splashback to match existing,Other,Joinery,,Percentage,,10,19,,,TRUE,FALSE
3d0d7d50-da61-44ce-ab32-3d19b65e50da,Remove damaged splashback,Remove damaged splashback,scope,,Remove damaged splashback,Other,Joinery,,Percentage,,10,19,,,TRUE,FALSE
d89677b7-6ffa-4607-a1a7-e34c1ce0e64a,Remove and replace damaged splashback to match existing,Remove and replace damaged splashback to match existing,scope,,Remove and replace damaged splashback to match existing,Other,Joinery,,Percentage,,10,19,,,TRUE,FALSE
